489656,4925387,798
489694,4925352,917
489955,4924898,912
489850,4925026,896
490128,4925798,914
490530,4924318,887
491265,4924530,929
490886,4924302,890
491295,4925835,900
492463,4925933,879
492777,4924334,934
492859,4925943,897
493300,4924357,890
493375,4925921,923
493733,4924760,917
494839,4924893,903
493697,4924964,904
493737,4925123,900
493480,4925189,907
493388,4925465,915
493771,4925506,905
495197,4925770,901
495300,4925828,888
493940,4925997,899
494958,4926081,901
493674,4925936,906
493907,4925841,910
495560,4926091,901
495693,4924628,900
496089,4924330,904
496522,4925924,897
496452,4925943,887
496419,4925868,898
495937,4925196,902
486462,4926789,940
485712,4926437,939
485793,4926560,916
486551,4926745,933
487914,4926189,933
486838,4926664,933
487568,4926689,943
486718,4926287,938
487665,4926177,924
487135,4926551,934
488057,4926809,924
487297,4926826,939
488039,4926931,920
487869,4929555,920
485600,4927013,904
485501,4927211,947
485182,4930693,928
485052,4930649,938
485196,4930786,937
485383,4930893,940
485529,4930639,934
485422,4930583,935
485594,4930441,935
486216,4930482,930
486416,4930542,928
486521,4930498,925
486634,4930606,922
486672,4930545,922
487275,4930248,913
487511,4930604,921
487947,4930907,915
487955,4930192,919
488017,4929895,909
488335,4927002,927
488555,4927001,925
488727,4928801,903
489502,4928117,906
489544,4928118,896
489359,4927208,904
489425,4926103,902
489708,4926407,907
490026,4926384,908
490270,4927180,898
490436,4926445,897
490905,4928190,901
491418,4927908,897
490546,4926502,900
491197,4927720,863
490504,4929005,905
491222,4927595,868
488503,4929525,914
488322,4929453,906
488637,4929909,877
489039,4930001,889
489237,4929042,914
489191,4929127,910
489876,4929219,904
489889,4929945,911
490054,4929664,907
490081,4929919,910
490172,4930222,911
490244,4930269,859
490302,4929912,909
490487,4929097,913
490850,4930278,901
491287,4930701,912
491483,4930686,891
487481,4931096,920
487870,4932140,925
487890,4932210,922
487599,4932228,915
487900,4932238,925
487628,4932241,924
487979,4932251,915
487706,4932253,920
487783,4932258,926
487857,4932260,935
487589,4932303,925
487885,4932260,935
487732,4932296,915
487690,4932353,919
487971,4932297,928
487695,4932336,918
487330,4932369,926
487791,4932435,902
487661,4932467,927
488191,4932562,919
487831,4932498,916
488022,4932707,928
488015,4932720,929
488013,4932729,927
487944,4932749,925
487893,4932835,925
487962,4932855,941
487893,4932867,930
487819,4932920,927
487569,4932967,938
487919,4932974,932
488246,4933112,927
487673,4933174,936
488242,4933683,932
488601,4931110,915
488601,4931110,914
489194,4931655,914
489192,4932032,914
489292,4931781,914
489382,4931635,914
489669,4932230,869
489365,4932235,904
488320,4932323,922
488931,4932595,920
488950,4932739,873
490062,4933096,929
489180,4933201,920
488504,4933107,902
489225,4933341,922
489866,4933382,917
488290,4933356,934
490641,4931806,894
490818,4932620,916
490865,4932121,913
491004,4932680,888
491266,4932701,909
491087,4932728,924
490811,4932736,905
490841,4932797,921
491179,4932822,914
490826,4932979,940
490707,4933240,924
490908,4933096,912
490681,4933369,910
491748,4933396,912
491637,4933616,915
491678,4933602,911
491569,4933572,916
493239,4926278,875
493669,4926333,905
492311,4926665,895
492045,4926674,887
493134,4927136,887
492383,4926661,899
492691,4926784,901
492810,4927012,888
492482,4926791,895
493319,4927228,885
492991,4927106,895
492902,4927066,896
493449,4926912,870
493578,4926668,897
493687,4926654,900
492049,4927270,893
491918,4928869,899
492356,4927411,876
491932,4928611,895
492382,4928926,894
492101,4928574,890
492137,4928712,780
492322,4928786,895
492524,4927375,873
492548,4927489,876
492649,4927653,883
492864,4927694,878
493757,4927556,855
493739,4928904,887
493862,4927562,896
493822,4928778,882
493831,4928667,878
493709,4927304,870
494430,4927440,895
494749,4926993,845
494919,4927459,903
494014,4927637,859
494453,4927948,896
494691,4928099,885
494753,4928144,897
494568,4928264,876
494512,4928500,888
494942,4928525,890
494671,4928583,890
494914,4928569,890
494873,4928681,876
494800,4928681,889
494967,4928747,891
494076,4928930,876
494733,4928778,872
495218,4927756,889
495263,4928673,884
495237,4928201,889
495267,4927094,888
495387,4928815,890
495443,4928960,877
495695,4928410,882
495792,4927423,861
495795,4927343,896
495974,4927505,903
496212,4927416,906
496426,4927405,892
496532,4928753,895
496833,4927898,892
492199,4929121,892
493365,4929955,890
493349,4929848,890
491993,4929919,894
493714,4929022,887
493960,4928967,884
492070,4930329,904
492017,4930463,898
494019,4930358,886
495618,4929055,890
494372,4929082,889
495680,4930187,878
495668,4930220,886
494206,4928984,886
494281,4929029,879
494019,4930358,886
495537,4928987,892
491792,4933603,909
492028,4930749,900
492162,4933463,908
493478,4932116,904
493536,4932287,846
493469,4932042,837
493634,4932319,902
493963,4932746,900
494171,4931454,897
494308,4932146,900
494327,4930804,884
495021,4931883,890
495447,4932691,840
494710,4932929,905
494604,4931296,875
495506,4933539,906
494576,4931269,896
495697,4930776,810
495714,4929082,887
495831,4929175,887
495840,4930754,887
496030,4930770,880
496032,4929249,880
496136,4929330,885
496273,4929396,890
497243,4930096,872
498492,4930655,872
499147,4929686,827
498569,4930326,863
498372,4930189,862
498357,4930235,862
498352,4930189,863
496075,4931118,920
497553,4932134,884
497166,4931958,913
496973,4931827,893
496160,4932148,912
496123,4933262,912
496800,4932650,902
497590,4932643,911
497623,4932322,900
498361,4931811,890
498387,4932610,897
498735,4932503,882
498780,4933660,906
498387,4932610,897
499052,4931613,890
498627,4930793,864
498984,4931437,883
502080,4929612,851
502039,4929619,863
501990,4929643,866
502019,4929678,865
500448,4929991,871
500980,4929991,857
501468,4930002,845
501726,4929729,870
501697,4929808,869
501801,4929786,870
501491,4929971,834
501826,4929720,870
501872,4929765,866
501897,4929769,867
502026,4929755,867
501981,4929704,864
501970,4929815,870
502070,4929688,848
502125,4929898,856
502081,4929943,871
502079,4929997,869
503465,4929521,851
503601,4929522,851
503503,4929524,855
503521,4929525,837
503414,4929538,860
503422,4929572,840
503463,4929596,849
503588,4929609,862
503379,4929613,855
502133,4929634,855
503421,4929653,852
502384,4929676,855
503331,4929682,828
502198,4929684,869
502329,4929690,864
502131,4929972,863
502136,4929776,871
502220,4929796,864
502252,4929790,853
502334,4929732,868
502356,4929874,842
502393,4929768,866
502563,4929756,856
502631,4929806,857
502726,4929804,852
502798,4929779,835
503246,4929792,843
503365,4929807,864
503148,4929883,855
503293,4929767,861
502864,4930004,845
503390,4929739,851
499171,4930056,869
500620,4930128,843
500485,4930149,854
500604,4930072,844
500694,4930085,809
500558,4930159,853
500630,4930191,863
500699,4930243,870
500729,4930164,869
500866,4930048,840
500973,4930083,857
501182,4930155,872
501060,4930057,852
501089,4930162,868
500871,4930148,854
500946,4930145,860
500934,4930033,876
500489,4930251,876
499259,4930396,858
500293,4930281,821
499260,4930414,858
499268,4930394,858
499866,4930428,878
500303,4930273,844
499276,4930409,857
499650,4930436,880
499427,4930659,859
499215,4931584,892
499601,4931006,884
501183,4931819,866
499631,4931850,882
500844,4933410,881
500342,4933476,879
500476,4932332,890
501205,4930066,853
501287,4930053,866
501322,4930037,866
501318,4930148,871
501229,4930130,870
501403,4930143,873
501407,4930018,841
501408,4930157,869
501434,4930027,855
501487,4930178,867
501492,4930154,857
501552,4930030,869
501643,4930205,856
502251,4930079,862
503086,4930018,855
503237,4930023,854
502964,4930031,853
501573,4930230,868
502819,4930399,858
503445,4930682,857
502118,4930742,857
502811,4931027,865
501585,4930946,871
502016,4931042,868
501307,4931148,876
502011,4931435,858
502803,4931811,869
502094,4931830,870
502201,4932303,884
502611,4932308,864
502421,4932626,870
501498,4932698,876
502087,4932940,875
502059,4933415,884
503637,4928631,821
503789,4928689,858
503878,4928697,826
504900,4929133,856
504907,4929093,852
503691,4928659,864
503747,4928675,832
504923,4929138,843
505069,4929144,850
503636,4929515,832
503657,4929495,827
504886,4929335,843
503747,4929427,850
504882,4929374,833
503732,4929491,850
503674,4929495,857
504928,4929273,848
504928,4929273,833
504997,4929501,851
505022,4929198,823
505039,4929225,822
505060,4929528,852
505093,4929298,835
505082,4929400,822
505101,4929528,855
505096,4929162,825
505145,4929253,854
505193,4929511,848
506082,4929157,819
503641,4929566,833
504500,4929606,838
504462,4929792,843
504461,4930234,851
504431,4929841,826
503987,4930391,859
504399,4930486,858
504142,4930605,855
504359,4930711,850
504202,4930722,861
504639,4930727,853
504039,4930861,857
504311,4930733,852
504504,4930840,846
504549,4930852,858
504600,4930786,857
504502,4930729,856
504895,4929589,854
504896,4929655,853
504930,4929630,854
504978,4929583,825
505033,4930445,862
505065,4930402,850
505087,4929909,845
505157,4930006,845
505183,4929542,846
505206,4929942,851
505302,4929916,805
505359,4929550,839
505480,4929931,846
505834,4929909,848
506170,4930044,839
504606,4930886,844
504739,4930899,858
504358,4930951,857
504239,4930974,862
504461,4931109,903
504552,4931165,852
504463,4931106,853
504373,4931028,851
504675,4931170,838
504747,4931178,850
504923,4931342,820
505193,4931428,857
503995,4932631,859
504936,4931486,849
505027,4931724,861
505097,4931601,842
504717,4931835,860
505789,4931015,856
506366,4931213,855
505877,4931917,860
505270,4931528,847
505263,4931555,857
505874,4931976,859
506629,4932410,844
505627,4932622,860
507244,4932629,843
506428,4932842,863
507644,4933429,858
507226,4933065,862
506934,4933596,858
505636,4933412,861
475233,4942048,942
475608,4942011,932
475606,4942020,1038
475102,4943245,923
475274,4943345,930
474847,4943399,906
474823,4943555,892
475045,4943514,918
475242,4943664,960
475223,4943826,932
475049,4943848,937
474779,4943988,933
474845,4944615,915
474974,4944095,919
475020,4944519,916
475244,4944532,908
475133,4944074,925
475315,4942307,937
475403,4943300,928
475593,4942233,920
475582,4942163,926
475462,4942330,935
475595,4942443,935
476021,4942806,933
475873,4942693,934
476085,4942264,890
476342,4942797,928
476384,4942880,923
476755,4943318,1082
476767,4943347,1080
476824,4942207,942
476775,4943318,1083
476809,4943275,1071
476967,4942666,913
475485,4943479,926
475386,4943664,915
475495,4943896,926
475370,4943993,912
475443,4943983,921
475284,4944246,940
475410,4944115,920
475412,4943735,938
475503,4944525,908
475772,4944353,918
475825,4943664,920
476754,4943366,1081
475687,4943477,930
477138,4944531,1014
475858,4944114,922
476303,4944405,915
476686,4944222,930
474846,4944885,922
475251,4944841,913
475250,4944712,935
475408,4944886,911
475206,4945063,917
474876,4945138,919
474776,4945263,909
475114,4945442,909
475220,4945540,923
475084,4945668,911
474770,4945729,923
475469,4945035,900
476021,4944881,1027
476033,4944896,1023
476103,4944906,934
476004,4944903,1015
476133,4945746,915
476160,4944860,1016
476177,4944901,1015
476195,4944922,1013
476236,4944865,1018
476262,4944971,923
476262,4944971,927
476336,4945104,1009
476237,4944909,929
476243,4944911,1017
476767,4944721,1022
476992,4945374,905
474949,4947460,918
474905,4946380,925
475276,4945758,912
475276,4945758,883
475455,4947510,921
476105,4946078,924
476134,4947290,957
476144,4947460,922
476147,4945840,914
476209,4947127,961
476210,4946574,919
476279,4946063,917
476349,4946981,922
476471,4946946,929
476672,4946916,938
476811,4946431,955
476949,4946793,937
476398,4947472,953
476440,4947353,963
477117,4945766,920
474952,4948495,922
475078,4948133,881
474400,4952144,896
474470,4952095,930
474592,4951930,907
474615,4951861,915
474887,4949847,926
474896,4949417,970
475037,4950240,925
475015,4950353,924
474845,4950601,909
474949,4950397,924
474855,4950954,912
474974,4951307,914
475049,4951057,955
475044,4951225,925
475048,4951055,916
474969,4951308,904
475116,4951391,894
474840,4951421,937
475083,4951553,905
475056,4951784,893
474680,4951788,925
474710,4952032,925
474775,4951831,886
475075,4951869,903
474996,4952060,925
474884,4952064,923
475086,4952095,923
475093,4952143,916
475054,4952151,925
474837,4952174,919
474720,4952192,903
474738,4952186,909
474986,4952196,920
475134,4948139,924
477152,4948256,911
477142,4948228,910
476886,4948253,886
477004,4948238,879
477049,4948261,881
476206,4949405,956
475836,4949327,941
476832,4949082,900
476220,4949271,969
475778,4949269,941
476253,4949449,938
475871,4949396,920
477116,4948280,898
477029,4948284,920
476921,4948263,885
475402,4950193,930
475528,4950311,930
475875,4949713,947
475921,4949588,942
475960,4949650,941
475938,4949712,928
476035,4949756,943
476046,4949764,939
476064,4949635,940
476431,4949621,910
477140,4950073,915
477145,4950174,912
476573,4949663,940
477142,4950134,916
477145,4950283,929
477145,4950283,906
476677,4949638,905
475301,4950331,870
476824,4950600,927
476817,4950646,903
476787,4950663,929
475166,4950701,925
476873,4950506,914
476899,4950643,921
476901,4950597,933
476906,4950507,911
476945,4950505,939
476929,4950649,936
476942,4950553,931
476932,4950599,934
476975,4950596,930
476983,4950439,930
476983,4950439,933
476985,4950508,939
477035,4950328,903
477035,4950328,934
477020,4950455,888
477067,4950506,939
477030,4950509,935
477020,4950455,903
477155,4950487,938
477094,4950521,934
477020,4950547,934
477163,4950566,931
477046,4950595,939
477015,4950596,935
477076,4950601,939
477102,4950651,935
477134,4950643,936
477041,4950657,907
477107,4950711,819
475174,4950883,910
475235,4951326,933
475216,4950847,929
475174,4951250,925
475306,4951219,887
475359,4951093,891
475532,4951027,933
475580,4950878,915
475594,4950723,947
475648,4951356,935
475767,4951357,929
475803,4951012,865
475805,4950770,920
475864,4951174,898
475944,4951094,933
475986,4950889,909
475994,4951522,928
475184,4951686,937
475245,4951958,895
475283,4951868,930
475663,4951726,975
475676,4951827,912
475779,4951939,936
475711,4952196,910
475775,4952014,937
475842,4952033,925
475844,4951943,928
475866,4952161,895
475880,4952077,934
475884,4951906,905
475926,4952052,929
475946,4951993,935
475962,4951865,918
475967,4952057,939
476009,4950860,920
476215,4950786,895
476163,4950880,930
476221,4950882,931
476240,4950804,934
476291,4950862,925
476303,4950800,916
476331,4950852,933
476639,4950916,949
476692,4950815,941
476805,4950763,930
476887,4950769,936
476827,4950731,939
476870,4950800,931
476900,4950735,936
477002,4950896,919
476982,4950726,924
476860,4950921,934
476094,4950946,914
476091,4951267,900
476190,4951382,925
477002,4951351,934
476194,4951056,904
476859,4951484,930
476320,4951621,927
476189,4951712,910
475995,4951776,950
476183,4951793,918
476208,4951935,932
476005,4951988,927
476284,4952004,887
476109,4952060,925
476196,4952069,923
476099,4952117,923
477963,4935136,948
478025,4934288,966
478122,4935252,965
478661,4935508,984
478040,4936963,962
478268,4936260,946
478518,4936859,960
478785,4935996,963
478666,4935870,956
479598,4934286,964
479447,4934378,970
479328,4934498,1025
479395,4934583,969
479600,4934629,963
479689,4934847,965
479830,4934468,965
479876,4934280,964
480001,4934243,1055
480114,4934243,965
480202,4934065,967
480968,4934282,971
480890,4934470,928
481247,4933888,961
481324,4934376,955
480277,4934344,961
481039,4934389,964
479157,4936257,969
479174,4935651,964
479449,4935983,943
479225,4936414,954
479472,4936692,951
479557,4935516,964
479539,4936355,962
479472,4936692,951
479574,4936787,962
479601,4935191,978
481334,4936640,956
481475,4935756,966
480959,4935867,956
481277,4935501,966
480937,4936386,967
480255,4936155,968
481264,4935600,965
478478,4937195,949
478392,4937196,960
478427,4937275,955
478594,4937411,941
478597,4937238,954
478709,4937781,975
478724,4937318,960
478778,4937162,960
478813,4937498,961
478960,4938182,969
479002,4937274,958
479111,4938114,916
479211,4937259,963
479902,4937559,984
479414,4937077,963
479970,4937194,968
480035,4937589,980
480121,4937194,968
480156,4937596,961
480058,4937659,960
480109,4937676,982
480003,4937777,980
479956,4937716,975
479953,4937793,977
480097,4938014,950
479989,4938212,970
479968,4937965,973
480159,4938054,967
480026,4937988,962
480165,4937786,947
480168,4937978,974
480221,4937690,984
480168,4937170,972
480172,4937884,971
480238,4938082,965
480244,4937058,970
480246,4937903,976
480255,4937799,956
480255,4937602,962
480278,4938011,972
480335,4938029,977
480604,4937078,950
480712,4937085,964
481320,4937886,955
480956,4938027,979
480948,4938139,965
478114,4939681,957
478251,4939636,955
478167,4939504,975
478239,4939365,951
478220,4939265,964
478413,4939278,971
478229,4941079,974
478184,4941234,941
478173,4941229,958
480007,4938295,975
480043,4938275,979
480014,4938536,973
479910,4938531,970
479914,4938719,977
480041,4938391,972
478571,4938346,965
480065,4938601,972
480088,4938401,973
480168,4938293,969
480163,4938397,967
480138,4938506,970
480174,4938584,965
480321,4938786,975
480236,4938318,964
480325,4938703,973
480385,4938695,970
480389,4938499,960
480488,4938475,961
480510,4938775,968
480639,4938713,968
480929,4938345,953
480914,4938412,961
480642,4938803,961
480630,4938574,955
480945,4938214,949
480947,4938485,941
481007,4938306,957
480960,4938587,945
481143,4938308,963
481158,4938904,959
481265,4939058,966
481455,4938907,960
481457,4938306,952
478880,4939099,986
479719,4939461,976
479166,4939604,964
479006,4939664,961
479508,4939508,978
479618,4939464,977
478966,4939668,964
479511,4939750,976
479239,4940484,974
479501,4941068,950
478623,4941036,951
479643,4941070,944
478517,4941082,953
479202,4941192,945
479397,4941654,928
479138,4941356,950
479511,4941599,918
479747,4939488,975
479844,4939272,979
479944,4939439,973
480105,4939503,947
480288,4939579,970
480726,4939585,966
479950,4939608,978
481495,4939786,954
479796,4940235,970
480703,4940553,933
480971,4940800,949
480400,4940936,948
480461,4941024,952
480057,4941068,950
480404,4941105,950
479954,4941124,955
480940,4941279,941
483441,4933775,944
481542,4935072,968
481753,4933837,963
481857,4935675,966
482366,4935889,949
482342,4936118,951
481933,4936036,961
482361,4933838,968
482099,4935965,951
482306,4936041,948
483021,4934885,939
482739,4936392,955
482907,4935577,959
483046,4934812,966
483298,4936367,973
483156,4933985,924
483433,4936400,952
481982,4936544,967
481667,4936551,980
482710,4936897,950
482678,4936780,960
482739,4936625,955
482744,4936753,965
482648,4936907,957
482627,4937059,954
483186,4937117,950
482725,4937256,949
482736,4938286,949
482730,4937271,938
482719,4937960,951
482727,4937912,944
481875,4938459,955
482744,4937351,847
483636,4937528,950
483656,4934752,955
483914,4935902,956
483917,4934802,945
484350,4934782,949
484488,4934832,955
484035,4936628,951
483998,4936639,1004
484595,4934808,953
486055,4936236,969
485699,4937171,991
485227,4933863,940
485050,4935749,960
485781,4937435,936
485956,4934743,943
487393,4937080,904
487493,4933717,925
483530,4937562,952
484146,4937743,949
483861,4937572,953
484007,4938043,942
484125,4937893,947
484159,4937964,952
484168,4937553,943
484183,4938130,945
484192,4937937,940
484280,4938242,938
484283,4938001,945
484336,4937823,944
484647,4938663,930
485724,4937753,934
487466,4938225,914
484906,4937790,945
485857,4937728,944
481579,4938831,954
481808,4938929,953
481784,4939172,948
481857,4940178,941
481867,4938795,960
481979,4939093,951
482048,4939752,952
482472,4939493,949
482609,4939146,937
482781,4939279,949
483139,4939464,944
483665,4939820,937
483757,4939926,928
484007,4939406,939
483859,4939985,937
483934,4940026,892
483863,4939405,937
482541,4940198,948
482843,4940462,943
482633,4940744,944
482643,4940296,943
481977,4940782,940
481967,4940882,942
483052,4940956,932
483051,4940956,936
483016,4940957,934
482318,4941037,935
481504,4941101,947
481991,4941715,938
481986,4941789,938
481905,4941756,939
481918,4941764,936
481906,4941767,939
481848,4941796,940
484812,4939463,931
485176,4939115,941
485556,4939556,937
485331,4939558,929
485414,4939563,929
484791,4939573,932
484976,4939596,921
485079,4939644,892
485287,4939802,919
485141,4940807,893
485416,4941005,886
485012,4941044,917
484124,4940930,923
485451,4941010,922
485508,4941086,907
484457,4941217,925
485136,4941541,920
485672,4939585,928
485849,4939589,925
485865,4939087,928
486599,4939449,925
487309,4939985,921
486220,4940815,919
486331,4941000,912
485597,4940792,919
485708,4941028,918
487504,4941078,909
485997,4941161,914
486423,4941164,913
485606,4941334,920
485955,4941578,913
486490,4941903,906
486342,4941808,899
486833,4941904,897
487552,4935134,938
487628,4934159,932
489017,4935273,932
489057,4934699,935
489074,4933998,934
489231,4934945,935
489176,4933825,957
489209,4934572,931
489075,4934541,926
489359,4934762,933
489364,4934830,922
489422,4934925,925
489455,4934992,939
489480,4934811,925
489502,4934746,925
489518,4934938,918
489923,4934402,931
489860,4934551,894
490679,4934287,932
490678,4934655,898
489698,4934703,934
489884,4934792,944
489783,4934800,949
489570,4934729,948
489584,4934804,929
489557,4934925,935
489700,4934998,908
489814,4934957,891
489816,4934994,924
489912,4934931,890
490635,4935410,929
489571,4935032,929
489735,4934954,907
488273,4936673,925
487548,4937142,937
488445,4937068,948
488665,4936354,931
488589,4937135,928
488738,4936836,934
488963,4936262,934
488974,4937162,931
487528,4937558,925
487540,4937735,926
487653,4937790,963
488013,4938087,929
488759,4938053,904
488844,4938167,967
488872,4937864,930
488435,4938644,928
488552,4938644,926
489188,4935450,920
490999,4935502,921
490941,4935521,922
491079,4935502,904
491161,4935549,912
489078,4936340,844
489625,4936413,930
489596,4936498,935
488979,4936754,925
489106,4937458,933
489013,4937792,929
489090,4937827,935
489181,4937846,936
489078,4938225,922
489095,4938434,925
489187,4937881,935
489722,4938649,922
488485,4938666,924
488544,4938782,908
489077,4939495,910
489175,4939670,890
489174,4939732,910
489068,4939940,910
487575,4940394,909
488751,4940256,901
487561,4940622,914
489091,4941067,905
489270,4941106,899
489214,4941108,890
489057,4941134,892
489298,4941111,885
489237,4941110,900
489200,4941148,899
489623,4941172,889
487936,4941899,898
487978,4941903,893
488042,4941916,897
488620,4941807,898
488227,4941830,897
488498,4941900,897
488705,4941919,898
488348,4941903,892
489121,4941190,895
489173,4941310,897
489208,4941177,901
489319,4941680,891
489256,4941216,897
489185,4941271,902
489178,4941823,898
489598,4941913,895
489564,4941895,860
489707,4940927,898
490688,4939141,907
490689,4938728,917
490725,4939085,907
490961,4939907,895
491125,4938719,910
490824,4939030,904
490795,4941067,897
490012,4941086,891
489916,4941087,896
489984,4941087,896
489863,4941088,897
489950,4941089,898
491146,4941139,895
490830,4941152,872
489919,4941149,899
490774,4941162,882
489683,4941163,891
490869,4941270,891
490823,4941517,870
489872,4941668,895
490847,4941581,889
490889,4941629,880
490968,4941394,870
490890,4941188,901
490970,4941558,876
490995,4941707,878
491006,4941284,889
491159,4941572,887
491009,4941635,875
491154,4941538,875
491149,4941428,892
491009,4941635,875
491022,4941854,885
477690,4944883,953
478271,4943379,937
478384,4943538,925
477805,4944852,935
477866,4944824,964
478438,4943171,928
479940,4942786,950
480084,4944441,949
480076,4944382,949
479568,4942789,948
480052,4942789,944
480079,4942787,948
480164,4942785,945
479126,4942808,973
478587,4943271,924
478626,4943619,973
480268,4942668,950
480245,4942786,935
480204,4942786,945
480516,4943249,941
480413,4943509,950
480477,4943513,949
480762,4943586,953
480757,4943596,950
480560,4943673,948
480571,4943773,956
480578,4943793,956
480551,4943804,956
480763,4943793,954
480659,4943953,928
480679,4944725,950
480722,4944688,961
480771,4944660,897
477552,4944901,954
477609,4944920,925
477709,4944978,946
477536,4944912,952
477742,4944949,950
478957,4946076,890
478867,4945309,955
479086,4946022,947
478068,4945677,952
478841,4945803,945
477960,4946277,944
478865,4945864,967
478915,4946363,929
478974,4945756,948
479021,4945786,950
479044,4946142,948
479110,4945056,835
479937,4944910,953
479621,4945066,970
479513,4945124,972
479245,4945481,923
479404,4945127,965
479148,4945446,944
479092,4945485,910
479092,4945485,917
479161,4945535,944
479157,4945535,938
479689,4945660,922
479117,4945797,884
479131,4945849,950
479102,4945948,958
479114,4946117,946
479119,4946325,966
480040,4946346,961
482152,4942336,934
482203,4942336,935
481884,4942552,942
481818,4942482,942
482151,4942314,933
481904,4942558,942
482244,4943019,941
481870,4942805,939
482255,4942972,945
482284,4943028,937
482183,4942964,942
482105,4943021,939
481971,4942957,941
482283,4943021,937
482105,4943026,941
481991,4942957,940
480782,4943820,952
480792,4943771,951
480996,4944405,956
480999,4944402,954
481033,4943627,954
481078,4944323,954
481017,4944352,950
481086,4943617,953
481093,4943695,953
481977,4943194,940
481977,4943194,935
482099,4943514,946
482534,4943529,946
482623,4943263,950
482591,4943266,949
482614,4943296,950
482203,4943720,933
480950,4944434,953
480961,4944508,957
481931,4944665,948
480797,4944735,944
481050,4944812,938
481591,4944886,929
481826,4945137,887
481190,4945214,946
481394,4945475,921
480926,4945486,940
480984,4945946,890
481360,4945557,920
481274,4945499,932
481227,4945832,923
480858,4945922,910
480801,4945926,955
480823,4945594,930
481936,4944494,938
481938,4944418,934
481942,4944524,942
482024,4944421,937
481981,4944544,932
481943,4944673,940
482344,4944686,916
482069,4944599,942
482395,4944796,946
481942,4944810,954
482057,4945136,930
482319,4944836,921
481942,4944810,950
482598,4945120,927
482028,4945238,931
481977,4944849,941
482550,4945122,924
477303,4947171,921
477303,4947171,894
